material_name,material_type,potential_matches,match_confidence,sustainability_impact,economic_viability,implementation_complexity,ai_generated,generation_timestamp
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.693254
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.693254
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.694255
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.695259
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.696248
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.697369
Produced_water,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
Drilling_muds_cuttings,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
Oily_sludges,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
Spent_catalysts,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
Sulfur,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
CO2_emissions,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
Methane_emissions,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
Process_gases,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.699255
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.700773
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.703871
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Metal_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Plastic_scraps,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Glass_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
Paper_waste,by_product,"['Chemical_manufacturing', 'Plastic_production', 'Fertilizer_plants', 'Construction_companies', 'Packaging_manufacturers', 'Automotive_industry']",0.85,high,medium,low,True,2025-07-20T07:54:53.705803
General_industrial_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.709008
Wastewater,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.709008
Dust,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.709008
Electronic_waste,waste,"['Wastewater_treatment_plants', 'Recycling_facilities', 'Composting_plants', 'Biogas_generation', 'Construction_materials', 'Fertilizer_production']",0.85,high,medium,low,True,2025-07-20T07:54:53.709008
