material_name,material_type,quantity_estimate,quality_grade,processing_requirements,potential_applications,sustainability_score,market_value,ai_generated,generation_timestamp
Plastic_scraps,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.695259
Glass_waste,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.695259
Paper_waste,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.695259
General_industrial_waste,waste,197.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$98650/month,True,2025-07-20T07:54:53.696248
Wastewater,waste,197.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$98650/month,True,2025-07-20T07:54:53.696248
Dust,waste,197.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$98650/month,True,2025-07-20T07:54:53.696248
Electronic_waste,waste,197.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$98650/month,True,2025-07-20T07:54:53.696248
Metal_scraps,by_product,98.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$197300/month,True,2025-07-20T07:54:53.696248
Plastic_scraps,by_product,98.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$197300/month,True,2025-07-20T07:54:53.696248
Glass_waste,by_product,98.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$197300/month,True,2025-07-20T07:54:53.696248
Paper_waste,by_product,98.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$197300/month,True,2025-07-20T07:54:53.696248
General_industrial_waste,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.697369
Wastewater,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.697369
Dust,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.697369
Electronic_waste,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.697369
Metal_scraps,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.697369
Plastic_scraps,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.697369
Glass_waste,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.697369
Paper_waste,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.697369
Produced_water,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.699255
Drilling_muds_cuttings,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.699255
Oily_sludges,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.699255
Spent_catalysts,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.699255
Sulfur,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.699255
CO2_emissions,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.699255
Methane_emissions,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.699255
Process_gases,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.699255
General_industrial_waste,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.700773
Wastewater,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.700773
Dust,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.700773
Electronic_waste,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.700773
Metal_scraps,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.700773
Plastic_scraps,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.700773
Glass_waste,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.700773
Paper_waste,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.700773
General_industrial_waste,waste,226.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$113150/month,True,2025-07-20T07:54:53.703871
Wastewater,waste,226.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$113150/month,True,2025-07-20T07:54:53.703871
Dust,waste,226.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$113150/month,True,2025-07-20T07:54:53.703871
Electronic_waste,waste,226.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$113150/month,True,2025-07-20T07:54:53.703871
Metal_scraps,by_product,113.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$226300/month,True,2025-07-20T07:54:53.703871
Plastic_scraps,by_product,113.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$226300/month,True,2025-07-20T07:54:53.703871
Glass_waste,by_product,113.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$226300/month,True,2025-07-20T07:54:53.703871
Paper_waste,by_product,113.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$226300/month,True,2025-07-20T07:54:53.703871
General_industrial_waste,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.705803
Wastewater,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.705803
Dust,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.705803
Electronic_waste,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.705803
Metal_scraps,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.705803
Plastic_scraps,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.705803
Glass_waste,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.705803
Paper_waste,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.705803
General_industrial_waste,waste,70.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35000/month,True,2025-07-20T07:54:53.709008
Wastewater,waste,70.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35000/month,True,2025-07-20T07:54:53.709008
Dust,waste,70.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35000/month,True,2025-07-20T07:54:53.709008
Electronic_waste,waste,70.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35000/month,True,2025-07-20T07:54:53.709008
Metal_scraps,by_product,35.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$70000/month,True,2025-07-20T07:54:53.709008
Plastic_scraps,by_product,35.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$70000/month,True,2025-07-20T07:54:53.709008
Glass_waste,by_product,35.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$70000/month,True,2025-07-20T07:54:53.709008
Paper_waste,by_product,35.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$70000/month,True,2025-07-20T07:54:53.709008
General_industrial_waste,waste,310.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$155000/month,True,2025-07-20T07:54:53.709806
Wastewater,waste,310.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$155000/month,True,2025-07-20T07:54:53.709806
Dust,waste,310.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$155000/month,True,2025-07-20T07:54:53.709806
Electronic_waste,waste,310.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$155000/month,True,2025-07-20T07:54:53.709806
Metal_scraps,by_product,155.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$310000/month,True,2025-07-20T07:54:53.709806
Plastic_scraps,by_product,155.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$310000/month,True,2025-07-20T07:54:53.709806
Glass_waste,by_product,155.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$310000/month,True,2025-07-20T07:54:53.709806
Paper_waste,by_product,155.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$310000/month,True,2025-07-20T07:54:53.709806
General_industrial_waste,waste,80.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$40000/month,True,2025-07-20T07:54:53.711055
Wastewater,waste,80.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$40000/month,True,2025-07-20T07:54:53.711055
Dust,waste,80.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$40000/month,True,2025-07-20T07:54:53.711055
Electronic_waste,waste,80.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$40000/month,True,2025-07-20T07:54:53.711055
Metal_scraps,by_product,40.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$80000/month,True,2025-07-20T07:54:53.711055
Plastic_scraps,by_product,40.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$80000/month,True,2025-07-20T07:54:53.711055
Glass_waste,by_product,40.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$80000/month,True,2025-07-20T07:54:53.711055
Paper_waste,by_product,40.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$80000/month,True,2025-07-20T07:54:53.711055
General_industrial_waste,waste,9.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$4850/month,True,2025-07-20T07:54:53.712225
Wastewater,waste,9.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$4850/month,True,2025-07-20T07:54:53.712225
Dust,waste,9.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$4850/month,True,2025-07-20T07:54:53.712225
Electronic_waste,waste,9.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$4850/month,True,2025-07-20T07:54:53.712225
Metal_scraps,by_product,4.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$9700/month,True,2025-07-20T07:54:53.712225
Plastic_scraps,by_product,4.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$9700/month,True,2025-07-20T07:54:53.712225
Glass_waste,by_product,4.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$9700/month,True,2025-07-20T07:54:53.712225
Paper_waste,by_product,4.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$9700/month,True,2025-07-20T07:54:53.712225
General_industrial_waste,waste,57.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$28700/month,True,2025-07-20T07:54:53.713242
Wastewater,waste,57.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$28700/month,True,2025-07-20T07:54:53.713242
Dust,waste,57.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$28700/month,True,2025-07-20T07:54:53.713242
Electronic_waste,waste,57.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$28700/month,True,2025-07-20T07:54:53.713242
